Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,embryo_type,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,strain,embryo_type_in_silico,methods,antibody,Developmental_Stage,tissue,need
SRR24442185,RNA-Seq,302,1967003916,PRJNA967384,SAMN34590312,838321109,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",1PN,SRX20229360,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299737,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299737,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442186,RNA-Seq,302,2013177904,PRJNA967384,SAMN34590313,841644947,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",1PN,SRX20229359,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299736,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299736,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,dead,RNA-seq,,,,0
SRR24442187,RNA-Seq,302,2445267424,PRJNA967384,SAMN34590314,1026024976,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",1PN,SRX20229358,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299735,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299735,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442188,RNA-Seq,302,2080405822,PRJNA967384,SAMN34590315,880294871,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX20229357,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299734,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299734,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Parthenote,RNA-seq,,,,0
SRR24442189,RNA-Seq,302,1908181564,PRJNA967384,SAMN34590316,801403877,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",1PN,SRX20229356,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299733,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:22:00Z,1,GSM7299733,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442190,RNA-Seq,302,2394987444,PRJNA967384,SAMN34590317,1012610685,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",1PN,SRX20229355,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299732,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:24:00Z,1,GSM7299732,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,1PN,RNA-seq,,,,0
SRR24442191,RNA-Seq,302,2355668554,PRJNA967384,SAMN34590318,988379362,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",1PN,SRX20229354,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299731,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299731,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Parthenote,RNA-seq,,,,0
SRR24442192,RNA-Seq,302,2305100768,PRJNA967384,SAMN34590319,980243338,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",1PN,SRX20229353,uncalculated,uncalculated,missing,HiSeq X Ten,GSM7299730,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2023-05-04T20:23:00Z,1,GSM7299730,a single two cell embryo,SRP436012,C57BL/6 xJF1/Ms,Parthenote,RNA-seq,,,,0
SRR31038064,OTHER,222,8845656822,PRJNA1174684,SAMN44344260,2674986564,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",2PN,SRX26423373,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580281,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:20:00Z,1,GSM8580281,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K27me3,Zygote,embryo,1
SRR31038065,OTHER,222,9020141274,PRJNA1174684,SAMN44344261,2728154990,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",2PN,SRX26423372,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580280,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:22:00Z,1,GSM8580280,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K27me3,Zygote,embryo,1
SRR31038066,OTHER,222,8290697448,PRJNA1174684,SAMN44344262,2511158356,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",1PN,SRX26423371,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580279,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:19:00Z,1,GSM8580279,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K27me3,Zygote,embryo,0
SRR31038067,OTHER,222,8775338322,PRJNA1174684,SAMN44344263,2662371870,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX26423370,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580278,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:18:00Z,1,GSM8580278,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K27me3,Zygote,embryo,0
SRR31038072,OTHER,222,9176805786,PRJNA1174684,SAMN44344268,2787085386,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",2PN,SRX26423365,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580273,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:15:00Z,1,GSM8580273,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K4me3,Zygote,embryo,1
SRR31038073,OTHER,222,5504193186,PRJNA1174684,SAMN44344269,1676669687,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",2PN,SRX26423364,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580272,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:15:00Z,1,GSM8580272,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K4me3,Zygote,embryo,1
SRR31038074,OTHER,222,5002876560,PRJNA1174684,SAMN44344270,1487223277,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",2PN,SRX26423363,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580271,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:15:00Z,1,GSM8580271,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K4me3,Zygote,embryo,1
SRR31038075,OTHER,222,9666626142,PRJNA1174684,SAMN44344271,2936579882,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",1PN,SRX26423362,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580270,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:22:00Z,1,GSM8580270,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K4me3,Zygote,embryo,0
SRR31038076,OTHER,222,4600585476,PRJNA1174684,SAMN44344272,1402104665,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX26423361,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580269,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:13:00Z,1,GSM8580269,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K4me3,Zygote,embryo,0
SRR31038077,OTHER,222,5366438856,PRJNA1174684,SAMN44344273,1605569299,"AGRICULTURAL SCIENCE, KOBE UNIVERSITY",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",1PN,SRX26423360,uncalculated,uncalculated,missing,NextSeq 2000,GSM8580268,PAIRED,other,GENOMIC,Mus musculus,ILLUMINA,2026-02-24T00:00:00Z,2024-10-18T09:15:00Z,1,GSM8580268,embryo,SRP539325,BDF1(C57BL/6xDBA2) xJF1/Ms,,,H3K4me3,Zygote,embryo,0
